ModuleGroup,Module,Report,ReportKey,CustomerReportKey,AreaName,ControllerName,ActionName,CloudApplicationKey,CloudApplicationActionKey,Querystring,Description,Note
Accounting,Financial Statements,Cash Flow,249,216867,Accounting,FinancialStatements,ViewFinancialStatementsCashFlowStatementGrid,1380,5671,,Financial Statements Multi-level Cash Flow .net,
Accounting,Financial Statements,Cash Forecast,5767,,VisionPlex,screen,Index,1597,5904,__actionKey=5904,,
Accounting,Financial Statements,Cash Receipts by Day and Account,11,,Accounting,ARReports,Index,1369,5590,,Show cash received by day and account for a date range,
Accounting,Financial Statements,Financial Statements,245,219426,Accounting,FinancialStatements,ViewFinancialStatement,1380,9116,,Multi-level Financial Statements.,
Accounting,Financial Statements,Intrastat Purchasing,1308,,VisionPlex,screen,Index,6614,22198,__actionKey=22198,,
Accounting,Financial Statements,Intrastat Returns,1309,,VisionPlex,screen,Index,6615,22199,__actionKey=22199,,
Accounting,Financial Statements,Intrastat Sales,1310,,VisionPlex,screen,Index,6616,22200,__actionKey=22200,,
Accounting,Financial Statements,Reports Designed,11247,,VisionPlex,screen,Index,3900,8213,__actionKey=8213,,
Accounting,Fixed Assets,Asset Class Net Value,1035,,VisionPlex,screen,Index,2926,7235,__actionKey=7235,,
Accounting,Fixed Assets,Asset Gross Value,668,,VisionPlex,screen,Index,2902,7211,__actionKey=7211,,
Accounting,Fixed Assets,Net Value by Asset,1057,,VisionPlex,screen,Index,3234,7546,__actionKey=7546,,
Accounting,General Ledger,Account Activity Customer Detail,1611,,VisionPlex,screen,Index,1878,6185,__actionKey=6185,,
Accounting,General Ledger,Account Activity Customer Summary,1609,,VisionPlex,screen,Index,1877,6184,__actionKey=6184,,
Accounting,General Ledger,Account Activity Detail,302,216868,Accounting,GlJournalReports,Index,4629,11490,,,
Accounting,General Ledger,Account Activity Links,829,,VisionPlex,screen,Index,3157,7468,__actionKey=7468,,
Accounting,General Ledger,Account Activity xPCN Summary,1209,,VisionPlex,screen,Index,1986,6293,__actionKey=6293,,
Accounting,General Ledger,Account Balance Revaluation,5960,,VisionPlex,screen,Index,7915,27190,__actionKey=27190,,
Accounting,General Ledger,Account Reconciliation Detail by Status,1608,,VisionPlex,screen,Index,3351,7663,__actionKey=7663,,
Accounting,General Ledger,Account Transactions,885,,VisionPlex,screen,Index,1969,6276,__actionKey=6276,,
Accounting,General Ledger,Accounting Transactions Revalued,1577,,VisionPlex,screen,Index,1982,6289,__actionKey=6289,,
Accounting,General Ledger,Accounting Workload Statistics,1610,,VisionPlex,screen,Index,3540,7853,__actionKey=7853,,
Accounting,General Ledger,Enterprise Account Activity,1311,,VisionPlex,screen,Index,2211,6518,__actionKey=6518,,
Accounting,General Ledger,GL Transactions By Period,2315,,VisionPlex,screen,Index,2712,7021,__actionKey=7021,,
Accounting,General Ledger,Inventory Valuation Actual Costs,450,,VisionPlex,screen,Index,2498,6807,__actionKey=6807,,
Accounting,General Ledger,Journal Entries Cross-PCN,1320,,VisionPlex,screen,Index,1843,6150,__actionKey=6150,,
Accounting,General Ledger,Ledger Transactions - Mexico,5757,,VisionPlex,screen,Index,7780,26165,__actionKey=26165,,
Accounting,General Ledger,Master GL Journal,9326,,VisionPlex,screen,Index,5611,18893,__actionKey=18893,,
Accounting,General Ledger,Statutory Account Trial Balance,1564,,VisionPlex,screen,Index,7186,23637,__actionKey=23637,,
Accounting,General Ledger,Statutory Accounts By Date,5773,,VisionPlex,screen,Index,7791,26219,__actionKey=26219,,
Accounting,Hours Tracking,Billable Hours by Employee,2311,,VisionPlex,screen,Index,3432,7745,__actionKey=7745,,
Accounting,Hours Tracking,Hours Breakdown by Customer Group,1329,,VisionPlex,screen,Index,3425,7738,__actionKey=7738,,
Accounting,Hours Tracking,Hours by Project for Month,175,,Accounting,HoursTrackingReports,ProjectForMonthReportView,4544,12521,,Shows the hours tracked against a customer in a given month broken down by project.,
Accounting,Hours Tracking,Internal Hours Tracking Report,178,,Accounting,HoursTrackingReports,ViewInternalHoursTrackingReport,4544,10867,,Track percentage of hours worked internally on Plexus projects,
Accounting,Hours Tracking,Weekly Time Cards,6309,,HumanResources,TimesheetWeekly,Index,4673,14133,,,
Accounting,Project Accounting,Accounting Job Budget Summary Detail,508,,VisionPlex,screen,Index,2610,6919,__actionKey=6919,,
Accounting,Project Accounting,Accounting Job Gross Margin Details,883,,VisionPlex,screen,Index,3298,7610,__actionKey=7610,,
Accounting,Project Accounting,Accounting Job Reports,300,,Accounting,AccountingJobsReports,Index,1266,4878,,,
Accounting,Project Accounting,Accounting Jobs Budget Expense Summary,585,,VisionPlex,screen,Index,4054,8367,__actionKey=8367,,
Accounting,Project Accounting,Accounting Jobs Budget Summary,773,,VisionPlex,screen,Index,2614,6923,__actionKey=6923,,
Accounting,Project Accounting,Labor Hours for Accounting Jobs,5156,,VisionPlex,screen,Index,5583,18698,__actionKey=18698,,
Accounting,Project Accounting,Project Account Expense Summary,886,,VisionPlex,screen,Index,1836,6143,__actionKey=6143,,
Accounting,Project Accounting,Project Accounting xPCN Summary,888,,VisionPlex,screen,Index,1859,6166,__actionKey=6166,,
Accounting,Self-Billing,Self-Billing Accrual History,12282,,Accounting,_,ViewSelfBillingAccrualHistory,9389,33705,,,
Accounting,Self-Billing,Self-Billing Invoice History,12283,,Accounting,_,ViewSelfBillingInvoiceHistory,9414,33860,,,
Business Intelligence,VisionPlex,Honda Custom 820 Download,19173,,VisionPlex,screen,Index,10347,42221,__actionKey=42221,,
Business Intelligence,VisionPlex,Raw Material,17766,,Community,RawMaterialsReport,Index,10173,40707,,,
Business Intelligence,VisionPlex,Unbuilt Inventory - Start of Day Report,422216,,VisionPlex,screen,Index,11229,55980,__actionKey=55980,,
Business Intelligence,VisionPlex,XML Column Test,5261,,VisionPlex,screen,Index,7680,25702,__actionKey=25702,,
Communication,Automatic Email Notification,Auto Emails,2378,,VisionPlex,screen,Index,4060,8373,__actionKey=8373,,
Communication,Communication Log,Communication Log Activity Detail,337,,Communication,CommunicationLogReports,CommunicationLogActivityView,1162,4237,,,
Communication,Communication Log,Communication Log History,339,,Communication,CommunicationLogReports,Index,1162,3942,,,
Communication,Communication Log,Communication Recontact Log,966,,VisionPlex,screen,Index,1976,6283,__actionKey=6283,,
Communication,Communication Log,Customer Calls for Six Months,338,,Communication,CommunicationLogReports,CustomerCallSixMonthView,1162,4121,,,
Communication,Contact Management,Christmas Cards,1498,,VisionPlex,screen,Index,2325,6632,__actionKey=6632,,
Communication,Contact Management,Customer Contacts,273,,Communication,CustomerContact,Index,1376,5627,,,
Communication,In - Out Board,In Out Board History,981,,Communication,inoutboardhistory,Index,6421,21244,,,
Communication,Integrated Faxing,Fax Queue,1294,,VisionPlex,screen,Index,3684,7997,__actionKey=7997,,
Communication,Team and Group Setup,Group Members,800,,VisionPlex,screen,Index,2327,6634,__actionKey=6634,,
Costing,Actual Costing,Actual Cost GL Journal Posted Report,306,,Costing,ActualCostReports,ViewActualCostJournalPostedReport,733,9683,,,
Costing,Actual Costing,COGS Shipping,1407,,VisionPlex,screen,Index,2256,6563,__actionKey=6563,,
Costing,Actual Costing,Container Cost Detail,447,295467,VisionPlex,screen,Index,3251,7563,__actionKey=7563,,
Costing,Actual Costing,Container Cost Summaries,346,,Costing,ContainerCostSummary,Index,6325,20671,,,
Costing,Actual Costing,Container Source Materials,5650,,VisionPlex,screen,Index,2999,7308,__actionKey=7308,,
Costing,Actual Costing,Cost Summary by Workcenter,5721,,VisionPlex,screen,Index,3660,7973,__actionKey=7973,,
Costing,Actual Costing,Cost Tracking,457,273135,VisionPlex,screen,Index,151,6752,__actionKey=6752,,
Costing,Actual Costing,Daily Shipment Margins,2250,,VisionPlex,screen,Index,2940,7249,__actionKey=7249,,
Costing,Actual Costing,Gross Profits,482,295469,VisionPlex,screen,Index,3104,7413,__actionKey=7413,,
Costing,Actual Costing,Hours By Workcenter,1392,,VisionPlex,screen,Index,7417,24221,__actionKey=24221,,
Costing,Actual Costing,In Process Order Profit Analysis,5750,,VisionPlex,screen,Index,3594,7907,__actionKey=7907,,
Costing,Actual Costing,Indirect Labor Hours Activity,1350,,VisionPlex,screen,Index,2630,6939,__actionKey=6939,,
Costing,Actual Costing,Inventory Actual Costs,376,,VisionPlex,screen,Index,3662,7975,__actionKey=7975,,
Costing,Actual Costing,Inventory Costs,955,,VisionPlex,screen,Index,7067,23386,__actionKey=23386,,
Costing,Actual Costing,Inventory Valuation Actual Cost Summary By Accounting Job,1207,,VisionPlex,screen,Index,2806,7115,__actionKey=7115,,
Costing,Actual Costing,Inventory Valuation Actual PiT Cost Type Summary,1347,295472,VisionPlex,screen,Index,3113,7423,__actionKey=7423,,
Costing,Actual Costing,Inventory Valuation PiT Container Account,5755,295473,VisionPlex,screen,Index,2847,7156,__actionKey=7156,,
Costing,Actual Costing,Job Actual Cost Report,244,,Costing,ActualCostReports,ViewActualCostReportsJobActualCostReportGrid,733,9669,,Gets the actual cost of the Job,
Costing,Actual Costing,Job Cost Detail Report,202,295470,Costing,customactualcostreports,JobCostDetail,1202,9540,,,
Costing,Actual Costing,Job Cost Summary,1438,295468,VisionPlex,screen,Index,3010,7319,__actionKey=7319,,
Costing,Actual Costing,Job Cost Variance From Standard,5199,295465,VisionPlex,screen,Index,2622,6931,__actionKey=6931,,
Costing,Actual Costing,Job Cost Variance From Standard Summary,2249,295466,VisionPlex,screen,Index,3280,7592,__actionKey=7592,,
Costing,Actual Costing,Job Costs Activity Discrepancies,6189,,VisionPlex,screen,Index,3907,8220,__actionKey=8220,,
Costing,Actual Costing,Labor Productivity,2254,295471,VisionPlex,screen,Index,3607,7920,__actionKey=7920,,
Costing,Actual Costing,Labor Tracking by Job,5751,,VisionPlex,screen,Index,2255,6562,__actionKey=6562,,
Costing,Actual Costing,On Hand Inventory Valuation,5748,295474,VisionPlex,screen,Index,3615,7928,__actionKey=7928,,
Costing,Actual Costing,Operations Schedule,110,,Costing,customactualcostreports,ViewCustomActualCostReportsOperationsSchedule,1202,9121,,,
Costing,Actual Costing,Order Profit Analysis,205,,Costing,ActualCostReports,ViewActualCostReportsOrderLineDetailGrid,733,9672,,A report that analyzes order lines for costs,
Costing,Actual Costing,Part Cost Analysis,377,,VisionPlex,screen,Index,3653,7966,__actionKey=7966,,
Costing,Actual Costing,Part Cost Summary,350,,VisionPlex,screen,Index,3204,7515,__actionKey=7515,,
Costing,Actual Costing,Part Cost Summary No Job,1019,,VisionPlex,screen,Index,3635,7948,__actionKey=7948,,
Costing,Actual Costing,Part Cost Variance,52,,Costing,customactualcostreports,ViewPartCostVariance,1202,9597,,Part variances between actual and costing method.,
Costing,Actual Costing,Payroll Analysis,2295,,VisionPlex,screen,Index,3225,7536,__actionKey=7536,,
Costing,Actual Costing,Production Labor Cost Summary,5745,,VisionPlex,screen,Index,3742,8055,__actionKey=8055,,
Costing,Actual Costing,Production Labor Costs,5749,,VisionPlex,screen,Index,3636,7949,__actionKey=7949,,
Costing,Actual Costing,Shipment Summary,2298,,VisionPlex,screen,Index,3525,7838,__actionKey=7838,,
Costing,Actual Costing,Standard vs Actual Variance,2251,,VisionPlex,screen,Index,2366,6673,__actionKey=6673,,
Costing,Actual Costing,Tool Job Cost Variance,2296,,VisionPlex,screen,Index,3665,7978,__actionKey=7978,,
Costing,Advanced Standard Costing,Cell Backflush Details,2257,,VisionPlex,screen,Index,2562,6871,__actionKey=6871,,
Costing,Advanced Standard Costing,Contribution Margins,9328,,VisionPlex,screen,Index,1888,6195,__actionKey=6195,,
Costing,Advanced Standard Costing,Cost Model Discrepancy,422,216869,VisionPlex,screen,Index,1575,5881,__actionKey=5881,,
Costing,Advanced Standard Costing,Cost Of Goods Shipped,1060,,VisionPlex,screen,Index,2310,6617,__actionKey=6617,,
Costing,Advanced Standard Costing,Cost of Goods Sold,1063,,VisionPlex,screen,Index,7189,23642,__actionKey=23642,,
