DataSourceKey,DataSourceName,StoredProcedureName,DataSourceType,DatabaseName,ModuleGroup,ModuleName,InputCount,OutputCount,ReadRowLimit,GlobalAllow,SelfServiceable,Description,AddDate,UpdateDate
15297,AR_Invoices_Shipment_Detail_Get (Accounting),AR_Invoices_Shipment_Detail_Get,Stored Procedure,Accounting,Accounting,Accounts Receivable,3,28,1000,true,1,,2015-09-04T16:39:13.793Z,2015-09-04T20:18:27.48Z
27481,Budget_Upload_Create (Accounting),Budget_Upload_Create,Stored Procedure,Accounting,Accounting,Budgeting,16,3,1000,true,1,,2016-03-22T15:53:01.893Z,2016-03-22T16:03:53.753Z
21969,Budget_Version_Add (Accounting),Budget_Version_Add,Stored Procedure,Accounting,Accounting,Budgeting,3,1,1000,true,1,,2015-09-04T18:17:20.957Z,2016-11-08T21:56:37.48Z
6171,Consolidation_Groups_Get (Accounting),Consolidation_Groups_Get,Stored Procedure,Accounting,Accounting,Consolidated Accounting Reporting,1,2,1000,true,0,,2014-09-11T09:27:25.713Z,2015-09-04T17:11:57.23Z
19037,Customer_Revenue_Range_Detail_Get (Accounting),Customer_Revenue_Range_Detail_Get,Stored Procedure,Accounting,Sales and CRM,Revenue Reporting,3,5,1000,true,1,,2015-09-04T17:40:42.743Z,
15227,Customers_Credit_Detail_Get (Accounting),Customers_Credit_Detail_Get,Stored Procedure,Accounting,Sales and CRM,Customer Master Data Management,4,13,1000,true,1,,2015-09-04T16:38:19.96Z,2018-06-27T13:08:03.463Z
310,GL_Journal_Get (Accounting),GL_Journal_Get,Stored Procedure,Accounting,Accounting,General Ledger,1,42,1000,true,1,,2013-12-17T15:12:45.657Z,2020-06-17T17:57:54.853Z
315,GL_Journal_Update (Accounting),GL_Journal_Update,Stored Procedure,Accounting,Accounting,General Ledger,18,1,1000,true,1,,2013-12-19T17:26:17Z,2023-07-25T17:26:34.69Z
256,GL_Journals_Get (Accounting),GL_Journals_Get,Stored Procedure,Accounting,Accounting,General Ledger,18,18,1000,true,1,,2013-12-05T23:48:24.683Z,2023-06-14T23:12:08.803Z
14058,Lockbox_Deposit_Add (Accounting),Lockbox_Deposit_Add,Stored Procedure,Accounting,Accounting,Accounts Receivable,6,1,1000,true,1,,2015-06-08T07:16:17.283Z,2015-06-08T07:19:02.897Z
214,Period_Next_Get (Accounting),Period_Next_Get,Stored Procedure,Accounting,Accounting,General Ledger,1,5,1000,true,1,,2013-12-04T23:01:51.98Z,2018-09-18T15:06:53.757Z
342,Periods_Get (Accounting),Periods_Get,Stored Procedure,Accounting,Accounting,General Ledger,1,14,1000,true,1,,2013-12-26T20:14:11.223Z,2018-09-18T15:06:53.757Z
78,Periods_Super_Picker_Get (Accounting),Periods_Super_Picker_Get,Stored Procedure,Accounting,Accounting,General Ledger,2,4,1000,true,1,,2013-10-29T16:27:56.313Z,2015-09-04T20:17:53.763Z
14060,Remittance_Line_Lockbox_Add (Accounting),Remittance_Line_Lockbox_Add,Stored Procedure,Accounting,Accounting,Accounts Receivable,4,1,1000,true,1,,2015-06-08T07:23:05.427Z,2016-10-27T21:33:50.183Z
14059,Remittance_Lockbox_Add (Accounting),Remittance_Lockbox_Add,Stored Procedure,Accounting,Accounting,Accounts Receivable,9,1,1000,true,1,,2015-06-08T07:21:42.177Z,2015-06-08T07:22:29.763Z
213,Standards_Account_Get (Accounting),Standards_Account_Get,Stored Procedure,Accounting,Accounting,General Ledger,2,4,1000,true,1,,2013-12-04T23:01:51.88Z,2018-09-18T15:06:53.757Z
240098,Supplier_Invoice_Processing_Get (Accounting),Supplier_Invoice_Processing_Get,Stored Procedure,Accounting,Accounting,Plex AP Automation,0,0,1000,true,0,,2026-08-04T11:32:04.57Z,
239079,External_Print_Document_Available_Contexts_With_Identities_Get (Cloud),External_Print_Document_Available_Contexts_With_Identities_Get,Stored Procedure,Cloud,Platform,XSLT Printing,4,10,1000,true,1,,2025-06-30T15:22:45.023Z,2025-07-22T09:53:56.807Z
239081,External_Print_Document_Available_Identity_Types_Get (Cloud),External_Print_Document_Available_Identity_Types_Get,Stored Procedure,Cloud,Platform,XSLT Printing,2,2,1000,true,1,,2025-06-30T15:43:00.903Z,2025-06-30T15:44:37.163Z
239080,External_Print_Document_Context_Datasource_Delete (Cloud),External_Print_Document_Context_Datasource_Delete,Stored Procedure,Cloud,Platform,XSLT Printing,1,1,1000,true,1,,2025-06-30T15:41:32.65Z,2025-06-30T15:42:19.387Z
239078,External_Print_Document_Identities_Get (Cloud),External_Print_Document_Identities_Get,Stored Procedure,Cloud,Platform,XSLT Printing,1,3,1000,true,1,,2025-06-30T15:17:57.457Z,2025-06-30T15:19:41.523Z
239082,External_Print_Document_Identity_Type_Add (Cloud),External_Print_Document_Identity_Type_Add,Stored Procedure,Cloud,Platform,XSLT Printing,2,1,1000,true,1,,2025-06-30T15:45:30.04Z,2025-06-30T15:46:58.96Z
239083,External_Print_Document_Identity_Type_Delete (Cloud),External_Print_Document_Identity_Type_Delete,Stored Procedure,Cloud,Platform,XSLT Printing,2,1,1000,true,1,,2025-06-30T15:47:58.243Z,2025-06-30T15:49:11.537Z
28,Address_Get (Common),Address_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,3,217,1000,true,1,,2014-02-01T05:00:00Z,2021-07-27T17:57:53.087Z
20225,Area_Departments_List_Get (Common),Area_Departments_List_Get,Stored Procedure,Common,Management,Area List,1,1,1000,true,1,,2015-09-04T18:04:10.117Z,2015-09-04T18:08:12.897Z
6601,Banks_Get (Common),Banks_Get,Stored Procedure,Common,Accounting,Bank Reconciliation,4,9,1000,true,1,,2014-09-24T14:45:45.34Z,2015-09-04T17:35:53Z
19222,Building_Codes_By_Building_Keys_Picker_Get (Common),Building_Codes_By_Building_Keys_Picker_Get,Stored Procedure,Common,Management,Building List,1,4,1000,true,1,,2015-09-04T17:43:51.463Z,
857,Building_Get (Common),Building_Get,Stored Procedure,Common,Management,Building List,2,62,1000,true,1,,2014-02-26T15:14:14.773Z,2020-06-29T15:37:49.827Z
7437,Building_Groups_Get (Common),Building_Groups_Get,Stored Procedure,Common,Management,Building List,1,3,1000,true,1,,2014-10-24T08:47:34.68Z,2015-09-04T17:27:38.54Z
840,Building_Picker (Common),Building_Picker,Stored Procedure,Common,Management,Building List,3,4,1000,true,1,,2014-02-21T19:33:18.44Z,2015-09-04T20:18:14.607Z
1000,Building_Types_Get (Common),Building_Types_Get,Stored Procedure,Common,Management,Building List,0,2,1000,true,1,,2014-02-26T17:15:34.33Z,2015-09-04T20:18:31.497Z
167,Buildings_Get (Common),Buildings_Get,Stored Procedure,Common,Management,Building List,5,23,1000,true,1,,2013-12-02T01:14:56.62Z,2015-09-04T20:17:42.933Z
1331,Buildings_List_Get (Common),Buildings_List_Get,Stored Procedure,Common,Management,Building List,2,2,1000,true,1,,2014-03-13T15:57:57.857Z,2015-09-04T20:18:37.137Z
2016,Buildings_Picker_Get (Common),Buildings_Picker_Get,Stored Procedure,Common,Management,Building List,2,4,1000,true,1,,2014-04-09T11:38:31.153Z,2018-04-27T17:52:44.273Z
334,Carriers_Get (Common),Carriers_Get,Stored Procedure,Common,Purchasing,Supplier Master Data Management,7,12,1000,true,1,,2013-12-20T17:47:17.913Z,2018-09-18T15:06:53.757Z
14782,Container_Cost_Summary_V2_Get (Common),Container_Cost_Summary_V2_Get,Stored Procedure,Common,Costing,Actual Costing,1,15,1000,true,1,,2015-08-25T13:52:29.583Z,2015-09-04T18:09:51.18Z
21165,Container_Trace_BOM_Get (Common),Container_Trace_BOM_Get,Stored Procedure,Common,Inventory,Advanced Inventory Traceability-Product Genealogy,1,10,1000,true,1,,2015-09-04T18:10:03.823Z,
18247,Cost_Labor_Variance_Get (Common),Cost_Labor_Variance_Get,Stored Procedure,Common,Costing,Actual Costing,8,19,1000,true,1,,2015-09-04T17:31:09.037Z,
22977,Cost_Types_And_Sub_Types_Picker_Get (Common),Cost_Types_And_Sub_Types_Picker_Get,Stored Procedure,Common,Costing,Cost Setup,2,6,1000,true,1,,2015-09-04T18:32:20.597Z,
21202,Cost_Workcenter_Summary_Get (Common),Cost_Workcenter_Summary_Get,Stored Procedure,Common,Costing,Actual Costing,6,9,1000,true,1,,2015-09-04T18:10:10.257Z,
168,Costs_Get2 (Common),Costs_Get2,Stored Procedure,Common,Costing,Actual Costing,25,52,1000,true,1,,2013-12-02T02:20:24.037Z,2019-06-27T15:58:00.753Z
270,Countries_Get (Common),Countries_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,4,4,1000,true,1,,2013-12-11T22:16:22.9Z,2018-09-18T15:06:53.757Z
40,Countries_Picker_Get (Common),Countries_Picker_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,4,3,1000,true,1,,2014-02-01T05:00:00Z,2018-09-18T15:06:53.757Z
18908,Country_Codes_Get (Common),Country_Codes_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,2,5,1000,true,1,,2015-09-04T17:38:43.63Z,
5292,Currency_Exchange_Add (Common),Currency_Exchange_Add,Stored Procedure,Common,Accounting,General Ledger,6,2,1000,true,1,,2014-08-18T18:01:42.16Z,2016-12-02T22:20:36.107Z
5291,Currency_Exchanges_Get (Common),Currency_Exchanges_Get,Stored Procedure,Common,Accounting,General Ledger,2,20,1000,true,1,,2014-08-18T18:01:17.98Z,2016-10-04T18:53:51.08Z
366,Customer_Add_Simple (Common),Customer_Add_Simple,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,71,2,1000,true,1,,2014-01-13T17:19:27.9Z,2023-06-13T16:59:25.69Z
9681,Customer_Address_Add (Common),Customer_Address_Add,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,28,2,1000,true,1,,2015-01-08T16:20:01.563Z,2015-09-04T17:26:10.117Z
2577,Customer_Address_By_Key_Get (Common),Customer_Address_By_Key_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,7,34,1000,true,1,,2014-05-13T15:28:15.57Z,2015-09-04T18:16:32.393Z
6501,Customer_Address_Code_Get (Common),Customer_Address_Code_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,2,2,1000,true,1,,2014-09-19T11:42:06.207Z,2015-09-04T18:16:32.44Z
17694,Customer_Address_Default_Billtos_Get (Common),Customer_Address_Default_Billtos_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,1,15,1000,true,1,,2015-09-04T17:24:11.19Z,
5524,Customer_Address_Filtered_Get (Common),Customer_Address_Filtered_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,13,34,1000,true,1,,2014-08-22T13:41:21.523Z,2023-06-13T17:18:38.747Z
18357,Customer_Address_From_Values_Add_Update (Common),Customer_Address_From_Values_Add_Update,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,32,5,1000,true,1,,2015-09-04T17:31:41.867Z,2019-11-14T14:33:48.487Z
2578,Customer_Address_Get (Common),Customer_Address_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,8,44,5000,true,1,,2014-05-13T15:28:15.59Z,2023-06-14T20:07:27.587Z
5241,Customer_Address_Picker_Ship_To_Get (Common),Customer_Address_Picker_Ship_To_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,3,20,1000,true,1,,2014-08-15T14:13:32.457Z,2019-02-25T16:20:18.27Z
7031,Customer_Address_Select_List_Get (Common),Customer_Address_Select_List_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,3,3,1000,true,1,,2014-10-08T11:13:33.483Z,2016-04-19T16:24:38.113Z
16157,Customer_Address_Upload (Common),Customer_Address_Upload,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,73,0,1000,true,1,,2015-09-04T16:51:50.687Z,2019-01-31T14:54:07.013Z
10202,Customer_Address2_Get (Common),Customer_Address2_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,7,41,1000,true,1,,2015-01-22T13:26:22.02Z,2015-09-04T20:18:29.123Z
3242,Customer_Addresses_All_Picker_Get (Common),Customer_Addresses_All_Picker_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,2,3,1000,false,1,,2014-06-09T16:11:22.65Z,2015-09-04T17:54:12.017Z
490,Customer_Addresses_Bill_To_Picker_Get (Common),Customer_Addresses_Bill_To_Picker_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,2,21,1000,true,1,,2014-01-21T14:52:14.613Z,2016-09-15T14:21:24.333Z
692,Customer_Addresses_Get (Common),Customer_Addresses_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,10,35,1000,true,1,,2014-02-17T14:28:22.953Z,2015-09-04T18:01:40.123Z
693,Customer_Addresses_Picker_Get (Common),Customer_Addresses_Picker_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,3,5,1000,true,1,Note: This data source should not be used on screens that are exposed to customer users.,2014-02-17T14:28:22.837Z,2020-01-15T16:30:49.77Z
491,Customer_Addresses_Picker_Get2 (Common),Customer_Addresses_Picker_Get2,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,3,14,1000,true,1,,2014-01-20T19:15:05.947Z,2015-09-04T20:18:29.027Z
9674,Customer_By_Code_Get (Common),Customer_By_Code_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,1,1,1000,true,1,,2015-01-08T15:16:58.26Z,2015-09-04T18:24:18.54Z
238248,Customer_By_Resource_Id_Get (Common),Customer_By_Resource_Id_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,1,1,1000,true,1,,2024-07-09T12:42:07.667Z,2026-02-16T18:50:16.25Z
123,Customer_Carriers_Get (Common),Customer_Carriers_Get,Stored Procedure,Common,Purchasing,Supplier Master Data Management,0,3,1000,true,1,,2013-11-21T16:22:20.173Z,2018-09-18T15:06:53.757Z
246,Customer_Categories_Get (Common),Customer_Categories_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,1,2,1000,true,1,,2013-12-05T14:05:54.03Z,2018-09-18T15:06:53.757Z
319,Customer_Detail_Get (Common),Customer_Detail_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,1,93,1000,true,1,,2013-12-20T17:05:00.287Z,2018-09-18T15:06:53.757Z
18356,Customer_From_Values_Add (Common),Customer_From_Values_Add,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,48,5,1000,true,1,,2015-09-04T17:31:41.56Z,2019-07-24T14:23:27.91Z
18523,Customer_From_Values_Update (Common),Customer_From_Values_Update,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,48,3,1000,true,1,,2015-09-04T17:33:43.2Z,
1373,Customer_Get (Common),Customer_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,1,18,1000,true,1,,2014-03-17T18:04:15.137Z,2015-09-04T17:32:30.467Z
18166,Customer_List_Details_Get (Common),Customer_List_Details_Get,Stored Procedure,Common,Sales and CRM,Customer Master Data Management,10,17,1000,true,1,,2015-09-04T17:30:00.18Z,2017-03-23T13:49:46.693Z
